"artifact","harmonic_centrality"
"org.acegisecurity:acegi-security:1.0.6","0.1897831800211331"
"org.codehaus.mojo:gwt-maven-plugin:2.2.0","0.18978183777103572"
"org.springframework:spring-jms:2.5.6","0.18977758290026753"
"javax.xml.bind:jaxb-api:2.2.2","0.18975557892858366"
"junit:junit:4.8.1","0.1897420893994702"
"commons-httpclient:commons-httpclient:3.0.1","0.18965316370652696"
"org.springframework:spring-core:3.0.7.RELEASE","0.18964935881122616"
"br.com.caelum:vraptor:3.2.0","0.1895568134785311"
"org.springframework:spring-aspects:2.5.6","0.18955108309257776"
"org.mentaframework:mentawai:1.12","0.1895320057934568"
"org.apache.tapestry:tapestry-framework:4.1.5","0.1895231775133587"
