artifact,betweenness_centrality
org.glassfish.packager:glassfish-cluster:3.1-b05,339
com.sun.enterprise:osgi-adapter:1.0.0,338.333333333333
org.glassfish.packager:glassfish-registration:3.0-b73,338
jline:jline:0.9.94,337.935714285714
org.glassfish.admin:config-api:3.1.1-b10,337
org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-2,336.333333333333
org.apache.cocoon:cocoon-core:2.2.0,336
org.glassfish.packager:glassfish-corba-base:3.0-b74,336
org.apache.cxf:cxf-api:2.2.6,336
org.glassfish.core:kernel:3.0-b63,334.5
org.ow2.easybeans:easybeans-core:1.1.0-M3,333
org.ow2.easybeans:easybeans-core:1.2.0-M2,331
org.glassfish.packager:glassfish-grizzly-full:3.0-b74,330
org.apache.cxf:cxf-rt-frontend-jaxrs:2.2.9,329.25
org.glassfish.packager:glassfish-registration:3.1-b35,328
org.ow2.util:util-ee-deploy-impl:1.0.29,327
org.apache.velocity:velocity:1.5,327
org.glassfish.packager:glassfish-jta:3.1-b17,327
org.ow2.jonas:jonas-commons:5.3.0-RC1,326.5
org.glassfish.packager:glassfish-jca:3.0-b71,326.5
org.glassfish.packager:glassfish-jca:3.0-b61,326
org.glassfish.common:internal-api:3.0-b74,325
org.glassfish.packager:glassfish-nucleus:3.1-b12,324
org.glassfish.packager:glassfish-upgrade:3.0.1-b19,324
org.glassfish.packager:glassfish-common-tmp:3.0.1-b16,324
org.glassfish.packager:glassfish-ha:3.1.1-b07,322
org.glassfish.packager:glassfish-cluster:3.1.1-b07,321
org.glassfish.packager:glassfish-gui:3.1.1-b01,321
org.apache.geronimo.framework:geronimo-system:2.2,320.380952380952
org.ow2.jonas:jonas-deployment:5.2.0-M3,320
org.glassfish.packager:glassfish-cmp:3.0-b63,320
org.glassfish.common:amx-all:3.1.1,319.333333333333
org.glassfish.packager:glassfish-nucleus:3.0.1-b08,319
org.apache.geronimo.framework:jee-specs:2.1.5,319
commons-jxpath:commons-jxpath:1.2,318.666666666667
org.glassfish.packager:metro:3.0-b74a,314.333333333333
net.israfil.mojo:maven-flex2-plugin:1.3,314.166666666667
org.apache.felix:org.osgi.compendium:1.2.0,313
commons-modeler:commons-modeler:2.0,310.952380952381
org.apache.maven:maven-project:2.0.8,310.9
org.glassfish.admin:config-api:3.1.1-b01,309.583333333333
org.ow2.jonas:jonas-deployment:5.2.1,309
org.glassfish.admin:config-api:3.0-b74,309
org.sonatype.sisu:sisu-inject-bean:1.4.2,307
org.ow2.frascati.factory:frascati-af-core:1.2,306
org.hibernate:hibernate-core:3.3.2.GA,305.654761904762
org.ow2.jonas:jonas-commons:5.1.0-RC3,302.5
org.glassfish.common:glassfish-mbeanserver:3.1.1,302.333333333333
org.glassfish.common:container-common:3.0.1-b08,302
org.apache.geronimo.configs:j2ee-server:2.1.5,300.921428571429
org.sonatype.sisu:sisu-inject-plexus:1.4.2,300
org.glassfish.packager:glassfish-registration:3.0.1-b19,300
org.glassfish.packager:glassfish-nucleus:3.0-b74,299
org.ow2.jonas:jonas-deployment:5.3.0-RC1,296.5
org.jvnet.hudson:wagon-webdav:1.0-beta-2-hudson-1,296
org.glassfish.distributions:web-nb:3.0-b74a,295.333333333333
org.ow2.util:util-ee-deploy-impl:1.0.21,293.583333333333
org.jvnet.hudson.main:maven-plugin:1.358,292
org.glassfish.web:el-impl:2.2.1-b03,291
org.glassfish.packager:glassfish-jta:3.1.1-b11,290
org.glassfish.packager:glassfish-corba:3.1-b16,290
org.glassfish.packager:glassfish-registration:3.2-b01,288
org.ow2.jonas:jonas-commons:5.0.4,285.3
org.glassfish.packager:glassfish-corba-base:3.1-b40,285
com.sun.enterprise:osgi-adapter:1.1.1,284.333333333333
org.glassfish.common:container-common:3.1-b32,284.166666666667
com.sun.enterprise:config:1.0.74,283
org.ow2.easybeans:easybeans-core:1.0.0-JONAS,282.833333333333
org.codehaus.sonar:sonar-plugin-api:2.3.1,282.5
org.codehaus.sonar:sonar-plugin-api:2.3,282.5
org.apache.activemq:activeio-core:3.1.2,281.5
org.glassfish.common:amx-core-impl:3.1.1,280.333333333333
org.glassfish.packager:glassfish-grizzly-full:3.1-b40,280
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.27,279
org.glassfish.packager:glassfish-nucleus:3.0-b73,278.5
org.ow2.easybeans:easybeans-all:1.2.0-M5,278
org.ow2.easybeans:easybeans-all:1.1.0,277.785714285714
org.apache.poi:poi-ooxml:3.6,277.6
javax.xml.bind:jaxb-api:2.0,277.45
org.glassfish.web:web-glue:3.1.1-b10,275
org.glassfish.packager:glassfish-nucleus:3.1-b40,273
dom4j:dom4j:1.4,272.666666666667
org.glassfish.packager:glassfish-grizzly-full:3.1-b17,272
org.apache.geronimo.framework:jee-specs:2.2.1,271.083333333333
org.ow2.easybeans:easybeans-api:1.2.1,271
com.sun.jersey.glassfish.v3.osgi:jersey-gf-statsproviders:1.1.5,271
org.glassfish.packager:glassfish-grizzly:3.1.1-b10,270
org.ow2.easybeans:easybeans-all:1.1.0-RC1,270
org.glassfish.packager:glassfish-corba-base:3.1-b17,270
org.apache.xmlbeans:xmlbeans:2.3.0,269.166666666667
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.19,269.083333333333
org.ow2.easybeans:easybeans-api:1.2.0-M2,267.833333333333
net.sf.jasperreports:jasperreports:4.0.1,266.5
com.sun.enterprise:hk2:1.1.3,266.5
org.glassfish.deployment:deployment-common:3.1-b41,266.166666666667
org.codehaus.plexus:plexus-archiver:1.2,266
org.glassfish.packager:glassfish-jdbc:3.0.1-b20,264
com.sun.enterprise:config-types:1.0.0,263.166666666667
org.glassfish.packager:glassfish-common-tmp:3.1-b08,262
com.sun.xml.bind:jaxb-impl:2.1.13,261.242857142857
org.glassfish.packager:metro:3.0.1-b08,261
org.glassfish.common:container-common:3.1-b06,260.833333333333
org.apache.maven:maven-project:2.2.1,260.5
org.springframework:spring-context-support:3.0.1.RELEASE,260.5
org.glassfish.packager:glassfish-jca:3.0.1-b19,260
org.ow2.jonas:jonas-carol-registry:5.2.0,259.35
org.ow2.jonas.osgi:javaee-api:5.0.4,259.3
org.apache.httpcomponents:httpclient:4.0.1,258.95
org.codehaus.plexus:plexus-interactivity-api:1.0-alpha-4,258.091666666667
org.apache.abdera:abdera-extensions-json:1.0,256.666666666667
org.glassfish.packager:glassfish-codegen:3.0-b71,256
org.glassfish.packager:glassfish-management:3.0.1-b19,256
com.sun.jersey.glassfish.v3:jersey-gfv3-core:1.1.5,256
org.jboss.as:jboss-as-server:7.1.1.Final,255.5
org.glassfish.common:amx-all:3.1.1-b10,255.333333333333
org.glassfish.packager:glassfish-nucleus:3.1-b17,255
org.ow2.util:util-ee-deploy-impl:1.0.23,254
org.glassfish.packager:glassfish-jpa:3.0.1-b19,253
org.glassfish.packager:glassfish-registration:3.1.1,253
org.ow2.jonas:jonas-security:5.1.0-M5,252.166666666667
org.glassfish.common:container-common:3.0-b71,252
commons-discovery:commons-discovery:0.2,252
com.sun.enterprise:hk2-core:1.0.0,251.5
javax.mail:mail:1.4.1,250.5
com.sun.enterprise:auto-depends:1.0.25,249
org.ow2.easybeans:easybeans-all:1.1.0-M1,249
org.kuali.rice:rice-impl:1.0.3.2-m2,248.616666666667
org.glassfish.packager:glassfish-management:3.0-b73,247
org.glassfish.packager:glassfish-grizzly-full:3.0-b73,247
org.glassfish.packager:glassfish-upgrade:3.1-b32,247
org.ow2.jonas:jonas-management-extensions:5.3.0-RC1,246
org.glassfish.packager:glassfish-javahelp:3.0.1-b16,246
org.ow2.jonas:jonas-sec-interceptors-iiop:5.2.0,245
com.sun.enterprise:hk2:1.0.66,244
org.glassfish.persistence:persistence-common:3.1-b31,243
junit:junit:4.10,243
org.glassfish.web:web-glue:3.1.1-b02,243
org.ow2.easybeans:easybeans-all:1.1.0-M3,242
org.glassfish.packager:metro:3.0-b63,242
org.glassfish.packager:glassfish-jta:3.1.1-b05,241.5
commons-httpclient:commons-httpclient:3.0,241.25
org.apache.cxf:cxf-rt-frontend-jaxws:2.2.9,240.666666666667
org.apache.geronimo.configs:jasper:2.1.5,240.466666666667
commons-digester:commons-digester:1.6,240.45
com.sun.enterprise:osgi-adapter:1.0.29,240
org.glassfish.packager:glassfish-codegen:3.0-b61,240
org.glassfish.packager:glassfish-corba-base:3.0.1-b20,240
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b20,240
org.apache.geronimo.configs:j2ee-server:2.1.4,239.683333333333
org.apache.httpcomponents:httpclient:4.1.2,239.25
xalan:xalan:2.7.0,238
org.glassfish:osgi-http:3.1.1-b01,238
org.glassfish.admin:config-api:3.1-b06,237
org.ow2.easybeans:easybeans-all:1.1.0-M1b-JONAS,236.333333333333
org.apache.maven:maven-core:2.0.8,236.216666666667
commons-jelly:commons-jelly:1.0,234.5
org.glassfish.packager:glassfish-nucleus:3.1-b08,234.5
org.ow2.util.asm:asm-commons:3.1,234
org.ow2.jonas:jonas-deployment:5.3.0-M1,234
commons-pool:commons-pool:1.2,232.8
com.sun.enterprise:hk2-core:1.1.1,232.333333333333
org.ow2.easybeans:easybeans-core:1.2.0-M5,231
org.glassfish.packager:glassfish-corba-base:3.0-b73,231
org.sonatype.sisu.inject:guice-bean-containers:1.4.2,231
org.glassfish.packager:glassfish-management:3.1-b35,231
org.glassfish.packager:glassfish-ha:3.1-b05,230
org.apache.openejb:openejb-core:4.0.0-beta-1,229.666666666667
com.sun.grizzly:grizzly-config:1.9.35,229
org.glassfish.web:web-gui-plugin-common:3.1.1-b01,229
org.codehaus.plexus:plexus-component-api:1.0-alpha-20,226.666666666667
org.glassfish.packager:glassfish-grizzly-full:3.1.1-b05,225
org.glassfish.web:webtier-all:3.0-b74a,225
org.apache.geronimo.framework:j2ee-system:2.2,224.040476190476
org.glassfish.packager:glassfish-corba-base:3.1.1-b05,224
org.glassfish.packager:glassfish-nucleus:3.1.1-b05,224
org.glassfish.packager:glassfish-management:3.2-b01,222
org.glassfish.packager:glassfish-jsf:3.1-b17,222
xerces:xercesImpl:2.9.1,221
org.ow2.jonas:jonas-deployment:5.2.0,220.833333333333
org.springframework:spring-context:2.5.6,220.292857142857
com.sun.enterprise:hk2:0.4.17,220.166666666667
org.ow2.easybeans:easybeans-api:2.0.0-RC1,219.333333333333
org.apache.cxf:cxf-common-utilities:2.2.6,219
org.ow2.cmi:cmi-jgroups:2.1.2,218.5
org.apache.geronimo.framework:rmi-naming:2.2,218.186904761905
org.glassfish.ejb:ejb-container:3.1-b10,218
org.apache.geronimo.framework:rmi-naming:2.2.1,217.233333333333
org.ow2.jonas:jonas-ejb-container:5.2.0-M3,216.5
org.apache.maven:maven-project:2.0.10,216
org.apache.archiva:archiva-configuration:1.2.1,216
org.ow2.cmi:cmi-ha:2.1.2,215.5
org.glassfish.cluster:cluster-admin:3.1.1-b10,215
org.ow2.easybeans:easybeans-api:1.1.0-RC1,214.833333333333
net.sf.ehcache:ehcache:1.5.0,213.166666666667
org.ow2.jonas:jonas-commons:5.2.0-M3,213.1
com.sun.grizzly:grizzly-http:1.9.19-beta6,213
org.glassfish.packager:glassfish-jca:3.1-b35,213
org.apache.ws.scout:scout:1.0rc1,212.6
org.springframework:spring-context:2.5.5,212.404761904762
org.apache.geronimo.configs:j2ee-deployer:2.2,210.8
org.glassfish.packager:glassfish-grizzly-full:3.1-b16,210
org.ow2.easybeans:easybeans-api:1.2.0,208.992857142857
org.codehaus.plexus.registry:plexus-registry-commons:1.0-alpha-3,208.666666666667
org.ow2.jonas:jonas-services-api:5.1.1,208.633333333333
org.glassfish.packager:glassfish-corba-base:3.1-b16,208
org.glassfish.packager:glassfish-cmp:3.1-b31,207
org.glassfish.deployment:dol:3.0-b71,206.5
org.springframework:spring-webmvc:3.0.5.RELEASE,206.333333333333
org.glassfish.packager:glassfish-cmp:3.1-b30,206
org.springframework:spring-jms:2.5.6,205.519047619048
org.ow2.jonas:jonas-ejb-container:5.2.0,205.5
org.ow2.jonas.osgi:javaee-api:5.1.1,205.333333333333
org.glassfish.hk2:class-model:1.1.0,205.166666666667
jasperreports:jasperreports:2.0.5,205
org.glassfish.connectors:gf-connectors-connector:3.0.1-b08,204
org.glassfish.orb:orb-connector:3.1.1-b02,204
org.glassfish.packager:glassfish-jca:3.2-b01,204
org.glassfish.packager:glassfish-nucleus:3.0.1-b20,204
org.glassfish.packager:glassfish-cmp:3.1-b12,203
org.codehaus.redback:redback-configuration:1.2,202
org.codehaus.sonar:sonar-plugin-api:2.1RC1,202
org.apache.geronimo.configs:webservices-common:2.1.4,201.283333333333
org.apache.geronimo.modules:geronimo-j2ee-builder:2.1.5,200.833333333333
org.kuali.db.ojb:db-ojb:1.0.4-patch8,200.6
org.glassfish.packager:glassfish-common-tmp:3.0.1-b15,200
org.glassfish.ha:ha-shoal-cache-store:3.1-b32,199.666666666667
org.ow2.easybeans:easybeans-core:1.1.0,198.785714285714
com.sun.enterprise:auto-depends:1.1.0,198
org.codehaus.sonar:sonar-plugin-api:2.0RC3,198
org.glassfish.admin:config-api:3.1.1,198
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.35,198
org.glassfish.security:inmemory.jacc.provider:3.0-b61,198
org.apache.geronimo.framework:j2ee-security:2.1.5,197.9
org.ow2.jonas.osgi:javaee-api:5.0.3,197.8
org.glassfish.core:kernel:3.1.1-b10,197.5
org.glassfish.packager:glassfish-ejb-lite:3.1.1-b01,197.166666666667
org.apache.solr:solr-core:3.1.0,197
com.sun.enterprise:hk2:1.0.72,197
org.glassfish.common:container-common:3.1.1-b07,197
com.sun.enterprise:osgi-adapter:1.0.26,196.666666666667
com.sun.enterprise:hk2-core:1.0.29,196.666666666667
org.marketcetera:core:2.2.0,196
org.glassfish.packager:glassfish-corba-base:3.1.1-b11,196
org.apache.cxf:cxf-api:2.1.2,195.666666666667
org.apache.cxf:cxf-rt-frontend-jaxrs:2.2.3,195.066666666667
org.glassfish.packager:glassfish-grizzly-full:3.1.1-b11,195
org.glassfish.packager:glassfish-nucleus:3.1-b16,195
org.glassfish.packager:glassfish-hk2:3.1.1-b10,194.5
jasperreports:jasperreports:3.5.3,194
org.glassfish.webservices:jsr109-impl:3.0-b63,193.5
com.sun.xml.bind:jaxb-impl:2.2.3-1,193.357142857143
org.ow2.jonas:jonas-security-jacc:5.1.0-RC3,193
org.glassfish.common:internal-api:3.1.1,193
org.ow2.jonas:jonas-deployment:5.2.0-RC1,193
org.ow2.util:util-ee-deploy-impl:1.0.19,192.5
net.sourceforge.htmlcleaner:htmlcleaner:2.2,192
org.glassfish.packager:glassfish-nucleus:3.1.1-b11,192
org.glassfish.deployment:deployment-admin:3.1-b30,192
org.glassfish.packager:glassfish-javahelp:3.0-b72,190.833333333333
org.glassfish.deployment:dol:3.1-b06,189.833333333333
org.slf4j:slf4j-log4j12:1.6.1,188.666666666667
org.glassfish.deployment:deployment-autodeploy:3.1-b35,188
org.ow2.jonas:jonas-services-api:5.2.0,187.85
org.springframework.security:spring-security-core:3.0.5.RELEASE,187.7
org.glassfish.packager:glassfish-common-tmp:3.1-b06,187.666666666667
org.glassfish.jms:jms-core:3.1-b12,187
org.seleniumhq.selenium:selenium-java:2.24.1,187
org.kuali.rice:rice-core-api:2.2.0,186.116666666667
org.jboss.as:jboss-as-arquillian-common:7.1.1.Final,186
org.kuali.rice:rice-impl:1.0.3.2,185.6
org.apache.servicemix:servicemix-shared:2011.02.1,185.5
org.codehaus.redback:redback-configuration:1.3-M2,185
org.codehaus.plexus:plexus-container-default:1.0-alpha-32,184.233333333333
org.seleniumhq.selenium:selenium-java:2.23.1,184
com.sun.grizzly:grizzly-comet:1.9.19-beta6,184
org.glassfish.packager:glassfish-common-tmp:3.2-b04,184
org.glassfish.connectors:connectors-internal-api:3.1-b06,184
org.ow2.easybeans:easybeans-core:1.1.0-RC1,184
org.glassfish.appclient.server:appclient-server-core:3.1-b30,184
org.apache.activemq:activemq-core:5.4.2,183
org.ow2.easybeans:easybeans-uberjar-hibernate:1.1.0,183
org.glassfish.common:container-common:3.1.1-b02,183
net.sf.ehcache:ehcache:1.4.1,182.833333333333
org.apache.geronimo.modules:geronimo-jaxws:2.1.4,182.166666666667
org.glassfish.packager:glassfish-nucleus:3.1-b35,182
org.glassfish.common:common-util:3.0-b63,181.5
org.glassfish.distributions:web:3.1-b10,181.5
org.glassfish.persistence:jpa-connector:3.0-b71,181.5
org.seleniumhq.selenium:selenium-server:2.23.1,181
org.marketcetera:util:2.2.0,181
org.glassfish.web:webtier-all:3.1-b12,180
org.glassfish.web:webtier-all:3.1-b31,180
org.glassfish.web:webtier-all:3.0.1-b08,180
org.apache.geronimo.configs:openejb:2.1.4,180
org.glassfish.packager:glassfish-grizzly-full:3.1-b35,180
org.glassfish.common:amx-all:3.1-b30,180
org.glassfish.packager:glassfish-jta:3.1-b16,180
org.ow2.jonas:jonas-commons:5.1.5,179.666666666667
commons-modeler:commons-modeler:2.0.1,179.416666666667
xerces:xercesImpl:2.8.1,179.033333333333
org.glassfish.packager:glassfish-cmp:3.0-b74,179
org.glassfish.common:glassfish-naming:3.1.1-b02,179
org.glassfish.packager:glassfish-nucleus:3.1-b06,178.666666666667
org.apache.maven:maven-core:2.2.1,178.333333333333
org.ow2.jonas:jonas-domain:5.2.1,178
org.glassfish.packager:glassfish-jpa:3.2-b01,178
org.glassfish.web:webtier-all:3.0-b63,178
org.apache.velocity:velocity:1.6.4,177.666666666667
org.glassfish.security:security-all:3.0-b61,177
org.apache.abdera:abdera-extensions-json:0.4.0-incubating,176.619047619048
org.apache.xbean:xbean-reflect:3.4,176.5
com.sun.enterprise:hk2-core:1.0.74,176.166666666667
org.glassfish.packager:glassfish-jca:3.0-b73,176
org.glassfish.packager:glassfish-corba-base:3.1-b35,176
org.glassfish.packager:glassfish-grizzly:3.1.1-b01,175.916666666667
org.ow2.jonas:jonas-commons:5.0.3,175.8
org.apache.axis2:axis2-kernel:1.5.2,174
com.sun.grizzly:grizzly-config:1.9.18-M2,174
org.glassfish:osgi-http:3.1.1-b02,174
org.apache.geronimo.configs:j2ee-server:3.0-M1,173
org.glassfish.deployment:dol:3.1.1-b10,173
org.apache.geronimo.framework:geronimo-system:2.1.5,172.261904761905
org.glassfish.packager:glassfish-jpa:3.1-b35,172
org.glassfish.packager:glassfish-upgrade:3.0.1-b16,172
org.ow2.jonas.camel:camel-component-for-jonas:1.5.7,171
org.apache.solr:solr-core:3.3.0,170.333333333333
org.glassfish.admin:config-api:3.2-b01,170
org.jvnet.hudson.main:maven-plugin:1.393,170
org.glassfish.common:container-common:3.1.1-b10,170
org.glassfish.packager:glassfish-grizzly-full:3.0-b61,170
org.glassfish.packager:glassfish-gui:3.1-b40,170
org.ow2.carol:carol:3.0-RC8,170
com.sun.grizzly:grizzly-http:1.9.18-i,169
org.glassfish.common:container-common:3.0-b63,169
org.sonatype.nexus:nexus-rest-api:1.6.0,169
org.apache.geronimo.framework:geronimo-kernel:2.2.1,169
org.glassfish.packager:glassfish-nucleus:3.2-b01,169
org.hibernate:hibernate-core:3.6.0.Final,168
org.apache.archiva:archiva-repository-layer:1.1,168
org.apache.maven.plugins:maven-dependency-plugin:2.2,168
org.glassfish.packager:glassfish-grizzly-full:3.2-b01,168
org.glassfish.hk2.external:bean-validator:1.1.0,167
org.glassfish.security:security:3.1.1-b10,167
org.apache.maven.reporting:maven-reporting-impl:2.0.4.1,166.5
org.apache.tika:tika-parsers:0.8,166
org.codehaus.redback:redback-configuration:1.2-beta-2,166
org.dspace:dspace-api:1.6.0-rc1,166
org.codehaus.castor:castor:1.0.5,165.433333333333
org.springframework:spring-web:3.0.5.RELEASE,165.316666666667
org.glassfish.packager:glassfish-grizzly-full:3.0-b71,165
org.glassfish.web:webtier-all:3.0-b74,165
org.glassfish.common:amx-ext-impl:3.1-b30,165
org.glassfish.packager:glassfish-corba-base:3.2-b01,165
org.ow2.jonas:jonas-commons:5.1.0-RC2,164.666666666667
org.apache.geronimo.framework:j2ee-system:2.1.5,164.238095238095
org.glassfish.packager:glassfish-osgi-gui:3.1.1-b02,164
org.glassfish.web:web-glue:3.1-b17,164
org.glassfish.core:kernel:3.1-b08,163.5
org.apache.cxf:cxf-rt-frontend-jaxws:2.1.2,163.333333333333
org.glassfish.security:security:3.1-b40,163
org.apache.whirr:whirr-core:0.6.0-incubating,163
com.sun.xml.ws:jaxws-rt:2.1.7,162.9
com.sun.enterprise:hk2:1.0.61,162
org.ow2.jonas.admin:jar:1.0.1,162
org.glassfish.packager:glassfish-corba-omgapi:3.0-b61,162
org.apache.geronimo.framework:geronimo-kernel:2.2,161.4
org.kuali.rice:rice-location-web:2.2.0,160.875396825397
org.ow2.jonas:jonas-security:5.2.0-M2-SR1,160.833333333333
org.codehaus.plexus:plexus-cli:1.2,160.833333333333
org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0-M1,160.5
org.apache.maven.archetype:archetype-common:2.0-alpha-1,160.333333333333
org.ow2.jonas:jonas-commons:5.1.0-M5,160.166666666667
org.glassfish.deployment:dol:3.1-b31,160
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b19,160
org.ow2.easybeans:easybeans-ee-war:1.1.0-RC1,160
org.glassfish.common:internal-api:3.1-b35,159.5
org.drools:drools-compiler:5.5.0.Final,158.5
org.hibernate:hibernate-entitymanager:3.3.1.ga,158.333333333333
com.sun.grizzly:grizzly-utils:1.9.31,158
com.sun.grizzly:grizzly-config:1.9.18-e,158
javax.xml.soap:saaj-api:1.3,158
org.glassfish.common:container-common:3.1-b31,158
org.ow2.easybeans:easybeans-core:1.1.0-M1b-JONAS,158
org.ow2.jonas:jonas-security:5.3.0-M1,157.5
org.glassfish.admin:monitoring-core:3.1-b40,157
org.glassfish.packager:glassfish-corba-omgapi:3.0-b71,157
