artifact,trans_usages
org.ow2.easybeans:easybeans-jpa-eclipselink-dependency:1.1.0-M1b-JONAS,2
org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec:1.1.3,2
org.ow2.easybeans:easybeans-deployable:1.1.0-RC2_JONAS,3
org.glassfish.common:common-util:3.1-b26,5
org.glassfish.deployment:deployment-common:3.0-b67,6
org.jvnet.hudson.main:maven-interceptor:1.317,2
org.ow2.jonas.launchers:felix-launcher:5.1.0-M3,1
org.glassfish:javax.security.auth.message:3.1-b15,9
jaxen:jaxen:1.1-beta-11,10
org.ow2.cmi:cmi-ha:2.0-RC8,7
org.codehaus.cargo:cargo-core-api-module:1.0-alpha-2,3
geronimo:geronimo-timer:1.1-SNAPSHOT,2
org.glassfish.admin:monitoring-core:3.0.1-b18,1
org.apache.camel:camel-spring:1.6.2,2
org.apache.activemq:activeio-core:3.1.2,33
org.glassfish.hk2:class-model:1.6.17,3
org.apache.cxf:cxf-common-schemas:2.2.9,29
org.ow2.util.asm:asm-commons:3.1,321
org.glassfish.web:jsf-connector:3.0-b74b,3
org.glassfish:javax.transaction:3.0-b69,2
org.codehaus.cargo:cargo-core-api-module:1.0-beta-2,5
org.apache.cxf:cxf-common-schemas:2.1.6,2
org.objectweb.monolog:monolog-api:1.8,38
com.sun.enterprise:config:1.0.0,1459
org.glassfish.upgrade:upgrade-scripts:3.1.1-b02,12
org.apache.maven.mercury:mercury-util:1.0-alpha-5,4
org.glassfish.persistence:jpa-connector:3.0-b64,2
org.glassfish:javax.transaction:3.0.1-b04,2
org.apache.maven.doxia:doxia-sink-api:1.1.2,6
org.glassfish.ejb:ejb-timer-service-app:3.0-b74,4
org.glassfish.connectors:gf-connectors-connector:3.0-b64,2
org.netbeans.api:org-netbeans-swing-tabcontrol:RELEASE72,4
jdom:jdom:b10,24
org.apache.directory.shared:shared-ldap-constants:0.9.12,3
org.glassfish.connectors:connectors-admin:3.1-b35,3
org.springframework.security:spring-security-cas:3.1.0.RELEASE,4
apache-xerces:xml-apis:2.9.1,16
org.apache.maven:maven-embedder:3.0.3,1
net.sf.ehcache:ehcache-core:2.0.0,1
com.sun.enterprise:config:0.3.24,2
org.glassfish.jdbc:templates:3.1.1-b10,14
org.glassfish.admingui:console-jms-plugin:3.1-b10,2
org.glassfish.ha:ha-file-store:3.1-b17,15
com.proofpoint.platform:experimental:0.55,1
org.glassfish.cluster:cluster-common:3.1-b10,21
edu.cmu.lti.oaqa.framework.impl:jdbc-providers:2.2.1,1
com.googlecode.jannocessor:jannocessor-collections:0.6.0,1
org.ow2.easybeans:easybeans-war-eclipselink:1.2.0-M3-JOnAS,2
org.ow2.util:util-plan-schemas:1.0.9,6
org.jboss.ironjacamar:ironjacamar-core-impl:1.0.9.Final,3
de.schlichtherle.io:truezip:6.6,3
org.glassfish.core:kernel:3.1-b26,4
org.ow2.util:util-ee-metadata-car-impl:1.0.23,10
com.sun.corba:glassfish-corba-asm:3.0.0-b030,2
org.apache.wicket:wicket-util:1.5-RC3,4
org.eclipse.tycho:tycho-embedder-api:0.12.0,7
org.ow2.jonas:jonas-commands:5.1.0-M3,1
org.glassfish.common:amx-config:3.0.1-b08,53
org.springframework:spring-web:2.5,10
org.glassfish.grizzly:grizzly-http:2.2.2,2
org.codehaus.cargo:cargo-core-container-weblogic:1.0-alpha-2,1
org.glassfish.ha:ha-file-store:3.2-b04,3
org.simpleframework:simple:4.1.13,1
net.stickycode.composite:sticky-composite-unittest:1.7,1
org.apache.avalon.framework:avalon-framework-impl:4.3.1,22
org.apache.myfaces.core:myfaces-api:1.2.2,2
org.glassfish:javax.security.auth.message:3.1-b14,5
org.objectweb.monolog:monolog:1.8,45
com.google.gwt:gwt-servlet:2.3.0,7
org.codehaus.plexus:plexus-utils:1.3,65
org.eclipse.persistence:javax.persistence:2.0.0,314
org.nakedobjects:nof-core:3.0.3,1
org.glassfish:javax.servlet.jsp:3.0-b70,3
org.springframework.webflow:spring-binding:2.2.1.RELEASE,6
org.kuali.student.common:ks-common-util:1.2.2-M4,1
org.glassfish.common:internal-api:3.0.1-b20,2
com.mysema.querydsl:querydsl-apt:2.2.0-beta2,1
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.7,10
antlr:antlr:2.7.5,18
org.glassfish.common:container-common:3.0.1-b04,1
com.jamonapi:jamon:1.0,3
org.glassfish.web:jsp-impl:2.1.3-b16,4
org.glassfish.common:amx-ext-impl:3.0.1-b16,5
org.apache.directory.server:apacheds-utils:1.5.4,4
org.springframework.security:spring-security-ldap:3.1.0.RELEASE,2
org.glassfish.registration:glassfish-registration:3.1.1-b01,14
com.mysema.querydsl:querydsl-core:2.1.1,3
org.apache.abdera:abdera-extensions-main:1.1.2,2
org.glassfish.core:kernel:3.1-b32,12
org.ow2.easybeans.examples.maven.jpa2:api:1.2.1,1
plexus:plexus-notification:1.0-alpha-4,1
org.jvnet.jaxb2_commons:jaxb2-basics-runtime:0.6.2,1
org.glassfish.security:jaspic.provider.framework:3.1.1-b01,8
org.xwiki.rendering:xwiki-rendering-api:4.0.1,1
org.apache.maven:maven-core:3.0.3,6
org.apache.lucene:lucene-highlighter:3.6.1,3
org.glassfish.common:annotation-framework:3.0-b61,17
org.scalatra:scalatra_2.8.1:2.0.0.RC1,1
org.apache.karaf:org.apache.karaf.management:2.1.1,1
org.springframework:org.springframework.beans:3.0.0.M4,2
org.apache.cxf:cxf-rt-core:2.3.7,1
org.jclouds:jclouds-scriptbuilder:1.3.2,12
com.sun.xml.ws:jaxws-tools:2.2.6-promoted-b03,1
org.apache.directory.shared:shared-ldap-schema-data:1.0.0-M5,10
org.codehaus.cargo:cargo-core-container-tomcat:1.0.4,1
org.glassfish:javax.annotation:3.0-b59,3
trove:trove:2.1.0,1
org.glassfish.security:websecurity:3.1-b09,2
org.apache.openjpa:openjpa-kernel:1.0.2,8
org.glassfish.admingui:console-plugin-service:3.0.1-b08,9
org.glassfish.hk2.external:cglib:2.1.12,3
geronimo-spec:geronimo-spec-j2ee-jacc:1.0-rc4,2
org.glassfish.core:api-exporter:3.2-b04,6
com.sun.jersey.contribs:jersey-multipart:1.1.5,5
org.apache.lucene:lucene-smartcn:3.5.0,3
org.ow2.jonas:jonas-security-auth:5.2.0-M2-SR1,4
org.jclouds:jclouds-loadbalancer:1.4.0,3
org.apache.cocoon:cocoon-linkrewriter-impl:1.0.0,8
org.codehaus.fabric3:fabric3-transform:0.1,1
org.ow2.util:audit-report-api:1.0.37,23
org.glassfish.orb:orb-connector:3.1,3
com.sun.grizzly:grizzly-websockets:1.9.19-beta7,31
org.springframework:spring-jdbc:1.2.7,3
org.apache.directory.shared:shared-util:1.0.0-M7,3
com.google.code.findbugs:jsr305:1.3.8,3
org.glassfish.flashlight:flashlight-agent:3.1-b09,7
org.jvnet.hudson.plugins:xunit:1.9,1
org.objectweb.monolog:monolog-wrapper-p6spy:2.1.11,11
com.sun.xml.bind:jaxb-impl:2.1.8,12
org.springframework:spring-webmvc-portlet:2.5.6,3
org.apache.maven:maven-project:2.0-alpha-3,2
org.apache.geronimo.specs:geronimo-annotation_1.0_spec:1.1.1,335
org.glassfish.admingui:console-jca-plugin:3.0-b74,16
org.apache.geronimo.specs:geronimo-servlet_2.5_spec:1.1.2,10
org.ow2.easybeans:easybeans-jacc-provider:1.2.0-M2,12
org.eclipse.jetty:jetty-http:8.0.0.RC0,16
org.ow2.util:util-scan-api:1.0.32,2
org.glassfish:javax.servlet:3.1-b01,20
org.glassfish.cluster:cluster-cli:3.1.1-b01,18
org.testng:testng:5.1,2
org.glassfish.deployment:dtds:3.2-b01,11
com.jcraft:jsch:0.1.31,1
org.glassfish.common:amx-core:3.1-b41,4
com.payneteasy.superfly:superfly-spi:1.2-10,2
toplink.essentials:toplink-essentials-agent:2.1-60f,5
org.ops4j.pax.logging:pax-logging-api:1.5.3,1
org.springframework:spring-jdbc:2.5,1
org.apache.activemq:activemq-camel:5.2.0,1
org.glassfish.branding:branding:3.1-b32,17
org.apache.tomcat:tomcat-juli:7.0.0,3
org.apache.karaf.shell:org.apache.karaf.shell.obr:2.2.2,1
org.glassfish.common:amx-core-impl:3.1-b16,14
org.objectweb.util.misc:ow-misc:1.0,7
org.ow2.easybeans:easybeans-jacc-provider:1.1.0-M3,7
org.mortbay.jetty:servlet-api-2.5:6.1.6rc1,2
org.ow2.jonas:jonas-security:5.1.0-RC1,2
org.ow2.easybeans:easybeans-api:1.0.0.RC2-JONAS,3
org.cometd.java:cometd-java-server:2.5.0,2
com.noelios.restlet:com.noelios.restlet.ext.servlet:1.1.6-SONATYPE-5348-V4,3
org.glassfish.external:javadb:3.0.1-b03,1
com.cedarsoft.commons:test-utils:5.1.1,1
org.jclouds.provider:rimuhosting:1.4.0,2
com.google.code.gson:gson:1.7.1,111
org.glassfish.external:libpam4j-repackaged:3.1,4
org.glassfish.deployment:deployment-autodeploy:3.1-b31,25
de.huxhorn.lilith:de.huxhorn.lilith.logback.appender.multiplex-core:0.9.33,2
org.glassfish.packager:glassfish-web:3.0-b72,3
org.codehaus.plexus.security:plexus-security-authentication-api:1.0-alpha-9,1
de.java2html:java2html:5.0,15
org.sonatype.security:security-configuration:2.4,5
asm:asm-xml:3.1,6
org.codehaus.plexus:plexus-taskqueue:1.0-alpha-7,2
org.glassfish.admin:backup:3.1-b09,2
org.jvnet.hudson.dtkit:dtkit-default-junit:0.9,3
org.glassfish.upgrade:upgrade-tool:3.1-b31,20
org.codehaus.enunciate:enunciate-spring-app-rt:1.10-RC1,2
org.glassfish.registration:registration-impl:3.0-b74a,48
com.github.scala-incubator.io:scala-io-file_2.9.1:0.4.0-seq,1
net.sf.saxon:saxon-dom:9.1.0.1,5
org.glassfish.extras:osgi-container:3.0.1-b15,3
net.sourceforge.findbugs:jsr305:1.3.2,85
org.springframework:spring-beans:3.1.2.RELEASE,16
org.acegisecurity:acegi-security:1.0.6,6
org.apache.struts:struts2-gxp-plugin:2.3.7,1
org.sonatype.flexmojos:flexmojos-generator-api:3.6.1,1
xalan:xalan:2.7.0,201
org.glassfish.common:amx-core-impl:3.2-b01,12
org.fusesource.scalate:scalate-core:1.4.0,3
org.codehaus.cargo:cargo-core-api-util:1.2.1,4
org.glassfish.deployment:deployment-admin:3.1-b32,8
org.apache.servicemix.specs:org.apache.servicemix.specs.jbi-api-1.0:1.4.0,4
org.ow2.bundles:ow2-util-ee-metadata-war-impl:1.0.15,2
org.springframework:spring-core:2.5.4,446
org.glassfish.web:web-core:3.1-b41,2
com.googlecode.metridoc:metridoc-camel-core:0.6,1
org.testatoo:testatoo-core:1.0-rc1,1
org.objenesis:objenesis:1.2,114
org.glassfish.web:jstl-connector:3.1.1-b05,2
org.glassfish.packager:glassfish-grizzly:3.1-b16,16
org.apache.pluto:pluto-portal-driver-impl:1.1.6,3
org.glassfish.upgrade:upgrade-tool:3.2-b01,6
org.eclipse.jetty:jetty-webapp:7.0.1.v20091125,2
org.glassfish.loadbalancer:load-balancer-admin:3.1-b32,6
org.glassfish.common:internal-api:3.1-b04,3
org.glassfish.appclient.server:appclient-server-core:3.1-b16,15
org.ow2.petals:petals-topology:1.1,1
org.glassfish.persistence.cmp:cmp-all:3.0-b64,2
org.ow2.bundles:ow2-util-ee-metadata-car-impl:1.0.14,3
org.apache.cxf:cxf-rt-databinding-jaxb:2.3.0,1
net.databinder:unfiltered-filter_2.9.1:0.6.0,2
org.apache.tapestry:tapestry-annotations:4.1.3,4
org.ow2.jonas:jonas-generators-clientstubs:5.1.0-M5,1
com.sun.enterprise:auto-depends:1.0.42,2
org.ow2.util:util-plan-fetcher-api:1.0.37,3
org.glassfish.admin:cli-optional:3.1-b05,5
org.glassfish.packager:glassfish-corba-base:3.1-b31,25
org.apache.openejb:commons-dbcp-all:1.3,3
org.slf4j:slf4j-nop:1.4.3,4
org.glassfish.admin:admin-cli:3.1-b25,1
org.dspace:dspace-sword-api:1.7.1,1
org.springframework:spring-aop:3.0.1.RELEASE,53
org.apache.continuum:continuum-model:1.2,3
org.scala-lang:scalap:2.9.1,6
org.apache.maven.scm:maven-scm-provider-cvsjava:1.0,9
org.apache.directory.shared:shared-asn1-ber:1.0.0-M3,2
org.apache.cxf:cxf-rt-core:2.1.8,1
com.sun.enterprise:config-types:1.0.26,23
org.glassfish.upgrade:upgrade-scripts:3.1-b10,4
com.sun.grizzly:grizzly-comet:1.9.36,93
org.glassfish.cluster:cluster-cli:3.1-b31,23
org.glassfish.common:amx-core-impl:3.0-b63,52
org.objectweb.monolog:monolog-api:2.1.9,9
org.glassfish:javax.security.auth.message:3.1-b30,20
org.glassfish.deployment:deployment-javaee-core:3.1-b15,4
org.apache.lucene:lucene-core:2.3.1,3
org.apache.tuscany.sca:tuscany-xsd:1.6,4
org.glassfish.deployment:deployment-common:3.1-b13,5
jfree:jfreechart:1.0.12,31
org.eobjects.metamodel:MetaModel-csv:3.0-beta1,3
org.ow2.jonas.tools.configurator:api:1.2.1,9
org.glassfish:javax.servlet.jsp:3.1-b08,4
displaytag:displaytag:1.1,6
org.jboss.shrinkwrap:shrinkwrap-impl-base:1.0.0,1
org.apache.maven.doxia:doxia-decoration-model:1.0-alpha-11,2
org.ow2.util:util-file:1.0.7,27
org.apache.directory.studio:org.apache.commons.io:2.1,2
org.glassfish.deployment:deployment-client:3.2-b01,11
org.ow2.jonas.osgi:javaee-api:5.2.3,3
com.sun.xml.ws:policy:2.2.2-b01,1
com.sun.msv.datatype.xsd:xsdlib:20060615,22
org.glassfish.web:web-core:3.0.1-b01,2
com.sun.grizzly:grizzly-framework:1.9.31,600
org.ow2.cmi:cmi-ejb2:2.1.0,2
org.apache.maven.wagon:wagon-provider-api:1.0-alpha-6,133
org.ow2.util:util-archive-impl:1.0.21,27
org.glassfish.transaction:transaction-internal-api:3.0,2
org.apache.cxf:cxf-api:2.0.6,1
org.glassfish.common:common-util:3.1-b38,8
org.apache.wicket:wicket-jmx:1.4.12,1
org.jclouds:jclouds-allblobstore:1.3.2,1
org.codehaus.redback:redback-authentication-api:1.2.2,2
org.glassfish.core:javaee-kernel:3.1-b30,7
org.glassfish.external:antlr-repackaged:3.0-b64,4
org.glassfish:javax.resource:3.0.1,3
org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.14,2
org.glassfish:javax.management.j2ee:3.1-b06,6
org.glassfish.deployment:schemas:3.1-b40,19
org.openrdf:openrdf-util:1.2.7,2
org.eclipse.jetty:jetty-server:7.6.0.v20120127,7
org.hibernate.common:hibernate-commons-annotations:4.0.0.CR2,1
com.mchange:c3p0:0.9.2-pre5,1
ca.carleton.gcrc:nunaliit2-couch-config:0.1.4,1
org.glassfish.common:amx-ext-impl:3.1-b05,5
org.apache.archiva:archiva-repository-layer:1.3.5,2
com.sun.enterprise:osgi-main:1.0.55,1
org.glassfish.persistence.cmp:cmp-support-sqlstore:3.1-b10,3
org.apache.lucene:lucene-core:4.0.0-ALPHA,3
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.18,6
org.ow2.easybeans:easybeans-component-smartclient:1.1.0-M1b-JONAS,3
com.sun.enterprise:hk2-core:1.0.16,1
org.dspace:dspace-api:1.6.1,1
org.eclipse.jetty:jetty-io:7.5.3.v20111011,7
org.objectweb.joram:joram-client:5.1.0a,4
org.glassfish:javax.management.j2ee:3.0-b63,40
org.apache.wicket:wicket-util:6.0.0,2
org.glassfish.common:annotation-framework:3.1-b15,5
org.glassfish.ejb:ejb-internal-api:3.1-b36,1
org.apache.activemq:activemq-camel:5.5.1,2
org.jruby.ext.posix:jna-posix:1.0.3,3
org.ow2.easybeans:easybeans-core:1.1.0-M1b-JONAS,3
org.dspace:dspace-services-utils:2.0.2,7
org.ow2.util:util-log:1.0.32,10
org.glassfish.admin:config-api:3.1-b10,23
org.apache.maven:maven-core:2.0.1,3
org.glassfish.main.web:web-core:3.1.2,2
org.jboss.spec.javax.jms:jboss-jms-api_1.1_spec:1.0.1.Final,1
org.ow2.cmi:cmi-admin:2.2.3,1
com.mysema.codegen:codegen:0.4.1,2
org.ow2.util:util-file:1.0.29,59
org.ow2.util:util-event-api:1.0.19,83
org.ow2.util:util-ee-metadata-ws-api:1.0.18,10
org.glassfish.common:glassfish-api:3.1-b17,23
org.jvnet.jaxbcommons:jaxbcommons-shared:1.0.3,3
com.jamesmurty.utils:java-xmlbuilder:0.4,14
org.glassfish.cluster:gms-adapter:3.1.1-b05,12
org.eclipse.jetty:jetty-util:7.5.1.v20110908,3
org.jboss:jboss-common-core:2.2.1.GA,1
org.apache.maven:maven-artifact-manager:2.0.4,85
org.apache.cxf:cxf-rt-bindings-xml:2.0.6,2
commons-digester:commons-digester:1.8,232
org.jclouds.api:swift:1.3.2,2
org.glassfish.admingui:console-corba-plugin:3.0-b64,2
org.eclipse.equinox:app:1.2.0-v20090520-1800,1
org.glassfish.deployment:deployment-client:3.1-b06,4
org.apache.tomcat.extras:juli:6.0.18,3
org.scala-lang:scalap:2.8.2,2
org.glassfish.security:websecurity:3.1-b39,2
com.sun.grizzly:grizzly-framework:1.9.14,6
org.ow2.spec.ee:ow2-jpa-2.0-spec:1.0.6,1
org.jclouds.provider:savvis-symphonyvpdc:1.1.0,2
org.ow2.cmi:cmi-admin:2.0-RC5b,8
org.glassfish:javax.servlet:3.1-b18,2
org.codehaus.plexus.security:plexus-security-common-jdo:1.0-alpha-11,3
org.jboss.interceptor:jboss-interceptor-spi:2.0.0.Final,7
org.glassfish.extras:glassfish-embedded-shell-frag:3.0-b72,13
org.glassfish.deployment:deployment-autodeploy:3.0-b64,2
org.slf4j:jcl104-over-slf4j:1.4.1,2
javax.portlet:portlet-api:2.0,16
org.glassfish.ejb:ejb-container:3.1-b10,7
com.sun.enterprise:auto-depends:1.0.24,2
org.glassfish.transaction:transaction-internal-api:3.0-b68,2
org.glassfish.core:glassfish:3.0.1-b10,1
org.ow2.bundles:ow2-util-ee-metadata-car-api:1.0.18,6
org.jboss.spec.javax.resource:jboss-connector-api_1.6_spec:1.0.0.Final,4
org.apache.geronimo.modules:geronimo-security-builder:2.1.5,5
com.legsem.legstar:legstar-jaxbgen:1.5.8,2
com.sun.enterprise:auto-depends:0.3.66,2
org.jclouds.provider:ninefold-storage:1.1.1,5
org.jvnet.hudson:annotation-indexer:1.2,3
org.ow2.cmi:cmi-jgroups:2.0-RC8,4
com.cedarsoft.commons:test-utils:4.0.0,4
org.apache.httpcomponents:httpclient:4.1.1,17
org.ow2.carol:carol:3.0.7,21
jboss:jboss-cache:1.2.2,1
org.glassfish.persistence:persistence-common:3.0.1-b08,5
org.ow2.bundles:ow2-util-ee-metadata-car-api:1.0.27,32
org.sakaiproject.courier:sakai-courier-pack:2.9.0-b06,1
net.sourceforge.jadex:jadex-bridge:2.0-rc8,7
org.glassfish.common:container-common:3.1-b14,4
org.ujoframework:ujo-core:1.20,1
org.glassfish.admin:cli-optional:3.1.1-b05,14
com.revelytix:sherpa-protocol:0.1.2,1
opensymphony:quartz:1.6.0,9
com.google.code.eforceconfig:eforceconfig-core:1.1,2
org.ow2.cmi:cmi-jms:2.0.9,2
org.codehaus.redback:redback-struts2-integration:1.2.8,1
com.sun.enterprise:config:0.3.93,24
commons-vfs:commons-vfs:20050307052300,1
org.glassfish.grizzly:grizzly-http-server:2.1.2,10
org.apache.geronimo.framework:geronimo-deploy-config:3.0-M1,4
org.ow2.util:util-pool-api:1.0.35,5
br.com.caelum:vraptor:3.2.0,1
com.google.code.gson:gson:2.1,94
org.glassfish:javax.servlet.jsp:3.0-b64,4
org.eclipse.persistence:org.eclipse.persistence.asm:3.3.1.v201206041142,5
org.apache.geronimo.framework:geronimo-gbean-deployer:2.1.4,1
org.glassfish.admin:cli-optional:3.0.1-b11,1
org.dasein:dasein-cloud-core:2012.04.1,1
com.sun.pkg:pkg-client:1.0.7-15.1269,3
org.atmosphere:atmosphere-compat-jbossweb:0.7,3
org.parallelj:parallelj-core:1.2.1,1
org.eclipse.jetty:jetty-http:7.0.0.RC6,3
org.glassfish.connectors:connectors-inbound-runtime:3.1-b10,3
com.sun.corba:glassfish-corba-codegen:3.1.0-b019,5
org.apache.tuscany.sca:tuscany-assembly-xml:2.0-M2,1
org.glassfish.appclient.server:appclient-server-core:3.1-b17,17
org.ow2.easybeans:easybeans-component-smartclient-client:1.2.0-M2,3
com.sun.enterprise:osgi-adapter:0.3.87,126
org.glassfish.packager:glassfish-jdbc:3.1.1-b01,3
org.ow2.jonas:jonas-sec-interceptors-jrmp:5.1.0-RC4,1
org.infinispan:infinispan-core:5.1.2.FINAL,5
org.glassfish.persistence.cmp:cmp-enhancer:3.1-b10,3
org.atmosphere:atmosphere-compat-tomcat:0.6.1,7
com.legsem.legstar:legstar-chttprt:1.5.2,1
org.apache.tomcat.embed:tomcat-embed-logging-juli:7.0.29,1
org.glassfish.external:asm-all-repackaged:3.0-b53,1
dnsjava:dnsjava:2.0.8,5
io.airlift:json:0.65,1
com.fasterxml.jackson.core:jackson-databind:2.0.6,4
com.cedarsoft.commons:execution:4.0.0,1
javax.servlet:jstl:1.0.2,3
asm:asm-util:2.0,2
net.liftweb:lift-amqp:1.1-M7,2
org.kohsuke.stapler:json-lib:2.1-rev2,4
org.sakaiproject.pcservice:pcservice-pack:2.9.0-b03,1
org.glassfish.external:antlr-repackaged:3.0.1-b08,5
org.glassfish.cluster:gms-bootstrap:3.1,2
com.sun.grizzly:grizzly-rcm:1.9.19-beta7,53
org.apache.cxf:cxf-rt-frontend-simple:2.2.3,4
org.glassfish.registration:registration-api:3.0-b72,4
org.glassfish.persistence.cmp:cmp-internal-api:3.1-b13,2
org.mortbay.jetty:servlet-api-2.5:6.1.12,20
com.sun.enterprise:auto-depends:0.4.5,4
org.glassfish.hk2.external:bean-validator:1.6.2,10
org.apache.lucene:lucene-core:3.3.0,15
org.atmosphere:atmosphere-gwt-js:0.9.7,1
org.eclipse.jetty:jetty-jmx:7.4.2.v20110526,1
com.googlecode.cernunnos:cernunnos:1.2.1,2
org.glassfish.admin:rest-service:3.1.1,2
org.apache.struts:struts2-core:2.2.1.1,3
org.glassfish.hk2:hk2-locator:2.1.8,1
org.glassfish.flashlight:extra-jdk-packages:3.0-b64,2
org.glassfish.admin:admin-cli:3.0.1-b16,6
org.apache.pdfbox:jempbox:1.0.0,3
org.slf4j:slf4j-simple:1.5.8,36
com.sun.jersey:jersey-core:1.5-ea01,4
org.appfuse:appfuse-web-common:2.0,1
com.thoughtworks.xstream:xstream:1.2.1,12
org.codehaus.service-conduit:sca4j-monitor-api:0.9.5,6
org.glassfish.connectors:descriptors:3.1.1-b01,12
org.apache.struts:struts2-javatemplates-plugin:2.3.7,1
stax:stax:1.2.0_rc2-dev,2
com.sun.enterprise:config:1.0.37,30
org.slf4j:slf4j-jdk14:1.5.6,18
org.ow2.jonas:jonas-jca-scout-rar:5.3.0-RC1,3
org.glassfish:javax.ejb:3.1-b36,8
info.magnolia:magnolia-core:3.5.8,1
org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue:1.2.0-M2,4
com.sun.corba:glassfish-corba-csiv2-idl:3.0.0-b020,2
org.glassfish.common:common-util:3.0-b65,3
org.glassfish.admingui:console-jdbc-plugin:3.1.1-b01,4
org.glassfish.appclient.server:appclient-connector:3.0.1-b01,1
org.milyn:milyn-smooks-ect:1.4,2
org.linkedin:org.linkedin.util-core:1.0.0,2
org.codehaus.enunciate:enunciate-core-rt:1.10-RC2,1
org.glassfish:javax.servlet.jsp:3.1-b09,3
org.eclipse.jetty:jetty-io:7.4.1.v20110513,7
org.ow2.jonas:jonas-discovery-base:5.0.1,1
org.eclipse.jetty:jetty-server:8.0.0.v20110901,2
org.glassfish.external:asm-all-repackaged:3.0-b43,9
org.jboss.weld:weld-api:1.0-SP1,10
net.liftweb:lift-proto_2.8.1:2.2-RC5,1
com.sun.akuma:akuma:1.1,3
org.kuali.rice:rice-kew-api:2.1.0-M1,2
org.ow2.util:util-plan-deploy-api:1.0.12,12
org.glassfish.orb:orb-enabler:3.0.1-b08,4
org.glassfish.common:common-util:3.1,11
org.apache.cxf:cxf-rt-frontend-jaxws:2.2.3,4
org.glassfish.external:jmxremote_optional-repackaged:3.0-b74,9
com.sun.jersey:jersey-bundle:1.1.4,8
it.unimi.dsi:fastutil:6.2.2,6
org.glassfish.orb:orb-connector:3.1-b13,3
org.sonatype.security.realms:security-xml-realm:2.4,4
org.glassfish:javax.transaction:3.2-b01,17
rome:opensearch:0.1,10
com.adobe.flex.compiler:optimizer:4.5.0.19786,1
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.1-b31,16
javax.xml.ws:jaxws-api:2.1-1,42
org.codehaus.enunciate:enunciate-rest:1.7,1
org.springframework:spring-tx:2.5.6.SEC03,1
org.glassfish.hk2:class-model:1.0.61,31
org.aspectj:aspectjrt:1.6.9,12
org.jclouds:jclouds-scriptbuilder:1.5.0-beta.3,4
org.apache.solr:solr-solrj:4.0.0-ALPHA,2
org.glassfish.web:webtier-all:3.0-b64,2
org.apache.servicemix:servicemix-utils:1.2.0,3
org.ow2.spec.ee:ow2-jta-1.1-spec:1.0.8,25
org.apache.geronimo.ext.tomcat:shared:7.0.0.1,10
com.metaparadigm:json-rpc:1.0,2
org.ow2.easybeans:easybeans-api:1.2.2,1
org.apache.struts:struts2-plexus-plugin:2.3.7,1
org.apache.cxf:cxf-rt-databinding-jaxb:2.3.3,6
org.ow2.jonas.osgi:javaee-api:5.0.3,5
org.apache.tuscany.sca:tuscany-contribution:1.5,20
de.huxhorn.lilith:de.huxhorn.lilith.data.logging:0.9.40,2
org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1,842
